1357847237445438,3,0,0.738167700874775,-1.4609866563363,275.2,7.4,0.319
1357847237647395,3,0,0.738167785243991,-1.46098664760965,275.3,7.4,0.334
1357847237836211,3,0,0.738167817235876,-1.46098665052435,275.4,7.4,0.34
1357847238047343,3,0,0.738167866681054,-1.46098663888301,275.5,7.4,0.345
1357847238245863,3,0,0.738167907417038,-1.46098663015636,275.6,7.4,0.35
1357847238446420,3,0,0.738167971400809,-1.46098660107918,275.6,7.4,0.355
1357847238645902,3,0,0.738168029590086,-1.46098660397642,275.7,7.4,0.355
1357847238846398,3,0,0.738168081949964,-1.46098657779648,275.8,7.4,0.365
1357847239045713,3,0,0.738168131395141,-1.46098655161654,275.9,7.4,0.37
1357847239245905,3,0,0.738168151763134,-1.46098652543661,276,7.4,0.37
1357847239437910,3,0,0.73816815757508,-1.46098651670996,276.1,7.4,0.37
1357847239645818,3,0,0.738168177943073,-1.46098650217137,276.1,7.4,0.365
1357847239848416,3,0,0.738168198293612,-1.46098648471807,276.1,7.4,0.36
1357847240047964,3,0,0.738168209934958,-1.46098647307673,276.1,7.4,0.355
1357847240246188,3,0,0.73816822447355,-1.46098646145284,276.1,7.4,0.35
1357847240446524,3,0,0.738168233200197,-1.46098644108484,276.1,7.4,0.345
1357847240647798,3,0,0.738168256482889,-1.4609864178196,276.2,7.4,0.34
1357847240846163,3,0,0.738168282662828,-1.46098638872497,276.3,7.4,0.334
1357847241045661,3,0,0.738168291389474,-1.46098637708362,276.3,7.4,0.329
1357847241245909,3,0,0.738168303013367,-1.46098635673308,276.3,7.4,0.324
1357847241447560,3,0,0.738168323381359,-1.46098633345039,276.2,7.4,0.324
1357847241645510,3,0,0.738168335022705,-1.46098632472374,276.2,7.4,0.324
1357847241845650,3,0,0.738168337919952,-1.4609863159971,276.1,7.4,0.324
1357847242046029,3,0,0.738168346646598,-1.4609863218265,276,7.4,0.324
1357847242245960,3,0,0.738168352475998,-1.46098632472374,275.8,7.4,0.329
1357847242445996,3,0,0.73816836992929,-1.46098632763844,275.7,7.4,0.329
1357847242646283,3,0,0.738168384467883,-1.46098633055314,275.6,352.6,0.334
1357847242846292,3,0,0.738168407733122,-1.46098633636509,275.6,352.8,0.334
1357847243048007,3,0,0.738168431015814,-1.46098633636509,275.6,353,0.34
1357847243246074,3,0,0.738168468819646,-1.46098634217703,275.6,353.1,0.345
1357847243457707,3,0,0.73816850955563,-1.46098635381838,275.6,353.2,0.35
