1.33976E+15,3,0,0.738170546,-1.460995555,272.2,124.5,0.093
1.33976E+15,3,0,0.738170546,-1.460995552,272.1,124.5,0.093
1.33976E+15,3,0,0.738170543,-1.460995549,272.1,124.5,0.098
1.33976E+15,3,0,0.738170543,-1.460995546,272.1,124.5,0.087
1.33976E+15,3,0,0.738170543,-1.460995543,272.1,124.5,0.087
1.33976E+15,3,0,0.738170543,-1.46099554,272.1,124.5,0.082
1.33976E+15,3,0,0.738170543,-1.460995534,272.1,124.5,0.082
1.33976E+15,3,0,0.738170543,-1.460995531,272.1,124.5,0.087
1.33976E+15,3,0,0.738170543,-1.460995528,272.1,124.5,0.087
1.33976E+15,3,0,0.73817054,-1.460995526,272.1,124.5,0.087
1.33976E+15,3,0,0.73817054,-1.460995523,272.1,124.5,0.093
1.33976E+15,3,0,0.73817054,-1.460995514,272.1,124.5,0.098
1.33976E+15,3,0,0.73817054,-1.460995508,272.1,124.5,0.098
1.33976E+15,3,0,0.738170537,-1.460995505,272.1,124.5,0.098
1.33976E+15,3,0,0.738170537,-1.460995502,272.1,124.5,0.093
1.33976E+15,3,0,0.738170534,-1.460995496,272.1,124.5,0.103
1.33976E+15,3,0,0.738170534,-1.460995494,272,124.5,0.103
1.33976E+15,3,0,0.738170531,-1.460995491,272,124.5,0.108
1.33976E+15,3,0,0.738170525,-1.460995482,272,124.5,0.113
1.33976E+15,3,0,0.738170522,-1.460995479,272,124.5,0.118
1.33976E+15,3,0,0.73817052,-1.460995476,272,124.5,0.113
1.33976E+15,3,0,0.738170514,-1.46099547,272,124.5,0.113
1.33976E+15,3,0,0.738170511,-1.460995467,272,124.5,0.113
1.33976E+15,3,0,0.738170508,-1.460995464,272,124.5,0.113
1.33976E+15,3,0,0.738170502,-1.460995459,272,124.5,0.118
1.33976E+15,3,0,0.738170499,-1.460995456,272,124.5,0.123
1.33976E+15,3,0,0.738170496,-1.460995453,272,124.5,0.123
1.33976E+15,3,0,0.738170491,-1.460995444,272,124.5,0.129
1.33976E+15,3,0,0.738170488,-1.460995441,271.9,124.5,0.123
1.33976E+15,3,0,0.738170485,-1.460995435,271.9,124.5,0.123
1.33976E+15,3,0,0.738170482,-1.460995432,271.9,124.5,0.129
1.33976E+15,3,0,0.738170479,-1.46099543,271.9,124.5,0.134
1.33976E+15,3,0,0.738170473,-1.46099543,271.9,124.5,0.139
1.33976E+15,3,0,0.73817047,-1.460995427,271.9,124.5,0.139
1.33976E+15,3,0,0.738170461,-1.460995421,271.9,124.5,0.149
1.33976E+15,3,0,0.738170458,-1.460995418,271.9,124.5,0.149
1.33976E+15,3,0,0.738170453,-1.460995415,271.9,124.5,0.154
1.33976E+15,3,0,0.738170444,-1.460995409,271.9,124.5,0.154
1.33976E+15,3,0,0.738170438,-1.460995406,271.9,124.5,0.159
1.33976E+15,3,0,0.738170435,-1.4609954,271.9,124.5,0.165
1.33976E+15,3,0,0.738170427,-1.460995395,271.8,124.5,0.18
1.33976E+15,3,0,0.738170421,-1.460995389,271.8,124.5,0.185
1.33976E+15,3,0,0.738170415,-1.460995386,271.8,124.5,0.19
1.33976E+15,3,0,0.738170409,-1.46099538,271.8,124.5,0.195
1.33976E+15,3,0,0.738170403,-1.460995377,271.8,124.5,0.19
1.33976E+15,3,0,0.738170397,-1.460995371,271.8,124.5,0.185
1.33976E+15,3,0,0.738170395,-1.460995368,271.8,124.5,0.19
1.33976E+15,3,0,0.738170383,-1.460995363,271.8,124.5,0.175
1.33976E+15,3,0,0.738170377,-1.46099536,271.8,124.5,0.165
1.33976E+15,3,0,0.738170374,-1.460995357,271.8,124.5,0.159
1.33976E+15,3,0,0.738170363,-1.460995354,271.8,124.5,0.154
1.33976E+15,3,0,0.73817036,-1.460995351,271.7,124.5,0.154
1.33976E+15,3,0,0.738170354,-1.460995351,271.7,124.5,0.159
1.33976E+15,3,0,0.738170348,-1.460995348,271.7,124.5,0.165
1.33976E+15,3,0,0.738170345,-1.460995348,271.7,124.5,0.159
1.33976E+15,3,0,0.738170339,-1.460995345,271.7,124.5,0.165
1.33976E+15,3,0,0.738170333,-1.460995345,271.7,124.5,0.165
1.33976E+15,3,0,0.738170328,-1.460995342,271.7,124.5,0.17
1.33976E+15,3,0,0.738170325,-1.460995339,271.7,124.5,0.175
1.33976E+15,3,0,0.738170319,-1.460995336,271.6,124.5,0.17
1.33976E+15,3,0,0.738170313,-1.460995334,271.6,124.5,0.17
1.33976E+15,3,0,0.73817031,-1.460995331,271.6,124.5,0.159
1.33976E+15,3,0,0.738170304,-1.460995331,271.6,124.5,0.159
1.33976E+15,3,0,0.738170301,-1.460995328,271.6,124.5,0.149
1.33976E+15,3,0,0.738170296,-1.460995325,271.6,124.5,0.144
1.33976E+15,3,0,0.738170293,-1.460995322,271.6,124.5,0.118
1.33976E+15,3,0,0.73817029,-1.460995322,271.6,124.5,0.108
1.33976E+15,3,0,0.738170287,-1.460995319,271.6,124.5,0.093
1.33976E+15,3,0,0.738170284,-1.460995319,271.6,124.5,0.057
1.33976E+15,3,0,0.738170284,-1.460995319,271.6,124.5,0.067
